COD_PRODUTO	DESCRICAO	REFERENCIA	NOME_FORNECEDOR_REGULAR	EAN_PRODUTO_UNITARIO
5114143	MICKEY MOUSE AVIAO	10772	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340595
5116018	STAR WARS BOBA FETTS STARSHIP	75312	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340601
5126725	STAR WARS ATAT	75313	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340618
5108559	FRIENDS CARRO ELETRICO DA OLIVIA	41443	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340649
5108543	MINECRAFT A CASA DO PORCO	21170	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340656
5114196	MINECRAFT O ESTABULO DOS CAVALOS	21171	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340663
5114199	MINECRAFT RUINED PORTAL	21172	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340670
5114200	MINECRAFT A TORRE DO CEU	21173	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340687
5114201	MINECRAFT A CASA DA ARVORE MODERNA	21174	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340694
5108564	STAR WARS XWING FIGHTER LUKE SKYWALKER	75301	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340724
5109864	STAR WARS TRANSPORTE IMPERIAL	75302	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340731
5115407	STAR WARS BAD BATCH ATTACK SHUTTLE	75314	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340762
5116019	STAR WARS IMPERIAL LIGHT CRUISER	75315	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340779
5114428	STAR WARS MANDALORIAN STARFIGHTER	75316	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340786
5112484	STAR WARS CAPACETE DE DARTH VADER	75304	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340854
5112485	STAR WARS CAPACETE DE SCOUT TROOPER	75305	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340861
5121243	ICONS CAMP NOU FC BARCELONA	10284	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340908
5114283	DOTS BAG TAG DRAGON	41939	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340939
5114286	DOTS BAG TAG UNICORN	41940	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340946
5116504	STAR WARS R2 D2	75308	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340953
5114427	STAR WARS DUELOS EM MANDALORE	75310	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340960
5116017	STAR WARS IMPERIAL ARMORED MARAUDER	75311	LEGO BRASIL COM E DISTR BRINQUEDOS	673419340977
5108572	ART HP HOGWARTS CRESTS	31201	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341042
5108576	DOTS EXTRA SERIE 3	41921	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341066
5112503	FRIENDS CUBO DE JOGO DA OLIVIA	41667	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341097
5112504	FRIENDS CUBO ATELIE DE MODA DA EMMA	41668	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341103
5112505	FRIENDS CUBO DE FUTEBOL DA MIA	41669	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341110
5112506	FRIENDS CUBO DE BALE DA STEPHANIE	41670	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341127
5112507	FRIENDS CUBO DE NATACAO DA ANDREA	41671	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341134
5114203	CREATOR SPACE SHUTTLE ADVENTURE	31117	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341158
5114204	CREATOR RODA GIGANTE	31119	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341165
5114222	CREATOR MEDIEVAL CASTLE	31120	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341172
5108529	ART DISNEY MICKEY MOUSE	31202	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341189
5116506	ART WORLD MAP	31203	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341196
5126718	ART ELVIS PRESLEY THE KING	31204	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341202
5108593	FRIENDS CAFE ORGANICO DE HEARTLAKE CITY	41444	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341356
5108531	DOTS BRACELETE DE MONSTRINHOS	41923	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341363
5109843	DOTS BRACELETE CACTO	41922	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341370
5110631	DOTS GUARDA SEGREDOS	41924	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341387
5110630	DOTS CAIXAS DE SEGREDOS	41925	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341394
5108577	DOTS KIT DE FESTA CRIATIVO	41926	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341400
5112500	DOTS EXTRA SERIE 5	41932	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341424
5109844	DOTS BRACELETE MUSICA	41933	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341431
5108532	DOTS BRACELETE LUZ DAS ESTRELAS	41934	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341448
5114276	DOTS LOTS OF DOTS	41935	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341462
5114277	DOTS PENCIL HOLDER	41936	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341479
5114280	DOTS MULTI PACK SUMMER VIBES	41937	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341486
5114282	DOTS CREATIVE DESIGNER BOX	41938	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341493
5114231	FRIENDS CASA DA FLORESTA	41679	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341523
5112509	IDEAS O URSINHO POOH	21326	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341561
5109853	FRIENDS AMBULANCIA CLINICA VETERINARIA	41445	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341585
5108541	FRIENDS CINEMA DE HEARTLAKE CITY	41448	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341592
5116303	FRIENDS ADVENT CALENDAR	41690	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341677
5114232	FRIENDS AUTOCARAVANA E BARCO	41681	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341684
5109863	FRIENDS CLINICA VETERINARIA HEARTLAKE	41446	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341745
5113044	HP HOGWARTS ENCONTRO COM FLUFFY	76387	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341776
5114211	FRIENDS TREINNO DE CAVALOS	41441	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341837
5114243	FRIENDS ACROBACIAS MAGICAS	41686	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341868
5114245	FRIENDS BARRAQUINHAS MAGICAS	41687	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341875
5114264	FRIENDS CARAVANA MAGICA	41688	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341882
5114093	DY FROZEN O CASTELO DE GELO	43197	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341899
5108594	FRIENDS CASA DA FAMILIA DE ANDREA	41449	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341905
5109856	FRIENDS SHOP CIDADE HEARTLAKE	41450	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341912
5114092	DY PRINCESS BELA CASTELO DO MONSTRO	43196	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341929
5114234	FRIENDS ESCOLA DA HEARTLAKE	41682	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341950
5114240	FRIENDS CENTRO HIPICO DA FLORESTA	41683	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341967
5114241	FRIENDS HOTEL DA HEARTLAKE	41684	LEGO BRASIL COM E DISTR BRINQUEDOS	673419341974
5114242	FRIENDS MONTANHA RUSSA E FEIRA	41685	LEGO BRASIL COM E DISTR BRINQUEDOS	673419342025
5107990	STAR WARS A CRIANCA	75318	LEGO BRASIL COM E DISTR BRINQUEDOS	673419342131
5114230	FRIENDS QUEDA DE AGUA NA FLORESTA	41677	LEGO BRASIL COM E DISTR BRINQUEDOS	673419342155
5116306	STAR WARS ADVENT CALENDAR	75307	LEGO BRASIL COM E DISTR BRINQUEDOS	673419342506
5114265	FRIENDS RODA GIGANTE E ESCORREGA	41689	LEGO BRASIL COM E DISTR BRINQUEDOS	673419343183
5116329	FRIENDS HEARTLAKE CITY PARK	41447	LEGO BRASIL COM E DISTR BRINQUEDOS	673419344128
5121793	JW TRANSPORTE PIRORAPTOR E DILOFOSSAURO	76951	LEGO BRASIL COM E DISTR BRINQUEDOS	673419344739
5114274	FRIENDS PRAIA DE SURFISTAS	41693	LEGO BRASIL COM E DISTR BRINQUEDOS	673419344753
5113050	HP HOGWARTS XADREZ DOS FEITICEIROS	76392	LEGO BRASIL COM E DISTR BRINQUEDOS	673419344869
5113048	HP HARRY POTTER E HERMIONE GRANGER	76393	LEGO BRASIL COM E DISTR BRINQUEDOS	673419344876
5113049	HP FAWKES A FENIX DE DUMBLEDORE	76394	LEGO BRASIL COM E DISTR BRINQUEDOS	673419344883
5121792	JW EMBOSCADA TRICERATOPS CAMINHONETE	76950	LEGO BRASIL COM E DISTR BRINQUEDOS	673419344890
5114141	ICONS BIRD OF PARADISE	10289	LEGO BRASIL COM E DISTR BRINQUEDOS	673419344951
5116318	ICONS PICKUP TRUCK	10290	LEGO BRASIL COM E DISTR BRINQUEDOS	673419344975
5109869	CLASSIC CONSTRUCAO CRIATIVA	11016	LEGO BRASIL COM E DISTR BRINQUEDOS	673419344982
5114208	CREATOR CROCODILE	31121	LEGO BRASIL COM E DISTR BRINQUEDOS	673419344999
5114210	CREATOR FISH TANK	31122	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345002
5119970	NINJAGO OVERLORD DRAGON	71742	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345088
5114426	STAR WARS DARTH VADER MEDITATION	75296	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345095
5115722	CITY WILDLIFE RESCUE CAMP	60307	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345170
5116508	CITY POLICE PATRULHA COSTEIRA E BOMBEIRO	60308	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345187
5114430	SPEED CHAMP FORD GT EDITION E BRONCO R	76905	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345194
5112490	SUPER HEROES BATMAN CLASSICO BATMOVEL	76188	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345255
5116319	IDEAS MAQUINA DE ESCREVER	21327	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345347
5116305	STAR WARS ARMORERS MANDALORIAN FORGE	75319	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345415
5116021	SUPER HEORES BRO THORS NEW ASGARD	76200	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345538
5116022	SUPER HEROES CAPTAIN CARTER E THE HYDRA	76201	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345583
5112496	SUPER HEROES MARVEL BUST CARNAGE	76199	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345590
5112714	SUPER HEROES ROBOS BAT SPIDER E DOCOCTOP	76198	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345606
5125832	IDEAS HOME ALONE	21330	LEGO BRASIL COM E DISTR BRINQUEDOS	673419345842
5113051	HP HOGWARTS PRIMEIRA LICAO DE VOO	76395	LEGO BRASIL COM E DISTR BRINQUEDOS	673419346559
5116312	CITY STUNTZ CHICKEN BIKE	60310	LEGO BRASIL COM E DISTR BRINQUEDOS	673419346931
5116313	CITY STUNTZ FIRE BIKE	60311	LEGO BRASIL COM E DISTR BRINQUEDOS	673419346948
5116311	CITY STUNTZ SELFIE BIKE	60309	LEGO BRASIL COM E DISTR BRINQUEDOS	673419347464
5114202	MINECRAFT A ABOMINACAO DA SELVA	21176	LEGO BRASIL COM E DISTR BRINQUEDOS	673419349758
5114194	DUPLO AIRPLANE E AIRPORT	10961	LEGO BRASIL COM E DISTR BRINQUEDOS	673419349949
5116320	SUPER HEROES SANCTUARY ENDGAME BATTLE	76237	LEGO BRASIL COM E DISTR BRINQUEDOS	673419350143
5121248	IDEAS FENDER STRATOCASTER	21329	LEGO BRASIL COM E DISTR BRINQUEDOS	673419350334
5116299	JW STYGIMOLOCH DINOSAUR ESCAPE	76939	LEGO BRASIL COM E DISTR BRINQUEDOS	673419350341
5116321	SUPER HEROES BATMAN COWL CLASSIC TV SERI	76238	LEGO BRASIL COM E DISTR BRINQUEDOS	673419350457
5116300	JW T REX DINOSAUR FOSSIL EXHIBITION	76940	LEGO BRASIL COM E DISTR BRINQUEDOS	673419350556
5116301	JW CARNOTAURUS DINOSAUR CHASE	76941	LEGO BRASIL COM E DISTR BRINQUEDOS	673419350563
5116302	JW BARYONYX DINOSAUR BOAT ESCAPE	76942	LEGO BRASIL COM E DISTR BRINQUEDOS	673419350570
5123616	ART PROJECT CRIAR JUNTOS	21226	LEGO BRASIL COM E DISTR BRINQUEDOS	673419350587
5123611	DY PRINCESS A PORTA MAGICA DE ANTONIO	43200	LEGO BRASIL COM E DISTR BRINQUEDOS	673419350846
5122897	DY PRINCESS ENCANTO PORTA MAGICA ISABELA	43201	LEGO BRASIL COM E DISTR BRINQUEDOS	673419350877
5123614	DY PRINCESS A CASA DOS MADRIGAL	43202	LEGO BRASIL COM E DISTR BRINQUEDOS	673419350884
5121036	SUPER HEROES BATMOBILE SCARECROW	76239	LEGO BRASIL COM E DISTR BRINQUEDOS	673419350907
5121021	NINJAGO LLOYDS HYDRO MECH	71763	LEGO BRASIL COM E DISTR BRINQUEDOS	673419351492
5121069	NINJAGO KAIS FIRE DRAGON EVO	71762	LEGO BRASIL COM E DISTR BRINQUEDOS	673419351508
5119150	NINJAGO ROBO POWER UP EVO ZANE	71761	LEGO BRASIL COM E DISTR BRINQUEDOS	673419351515
5119147	NINJAGO JAYS THUNDER DRAGON EVO	71760	LEGO BRASIL COM E DISTR BRINQUEDOS	673419351522
5121007	TECHNIC TELEHANDLER	42133	LEGO BRASIL COM E DISTR BRINQUEDOS	673419351812
5121000	FRIENDS PET CLINIC AMBULANCE	41694	LEGO BRASIL COM E DISTR BRINQUEDOS	673419351881
5121002	FRIENDS PET CLINIC	41695	LEGO BRASIL COM E DISTR BRINQUEDOS	673419351898
5121004	FRIENDS BEACH GLAMPING	41700	LEGO BRASIL COM E DISTR BRINQUEDOS	673419351904
5121006	FRIENDS MERCADO DE COMIDA	41701	LEGO BRASIL COM E DISTR BRINQUEDOS	673419351911
5120995	CREATOR GOLFINHO E TARTARUGA	31128	LEGO BRASIL COM E DISTR BRINQUEDOS	673419351935
5120994	CREATOR STREET RACER	31127	LEGO BRASIL COM E DISTR BRINQUEDOS	673419351942
5121041	CITY GREAT CARRO DE CORRIDA	60322	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352000
5121042	CITY GREAT AVIAO DE ACROBACIAS	60323	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352017
5120993	CRETAOR SUPERSONIC JET	31126	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352055
5120992	CREATOR CRIATURAS DA FLORESTA	31125	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352062
5120991	CREATOR SUPER ROBO	31124	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352079
5120990	CREATOR OFF ROAD BUGGY	31123	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352086
5120974	CLASSIC FUNCOES CRIATIVAS	11019	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352093
5119903	CLASSIC DIVERSAO CRIATIVA NO OCEANO	11018	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352109
5119902	CLASSIC MONSTROS CRIATIVOS	11017	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352116
5121043	CITY GREAT GUINDASTE MOVEL	60324	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352123
5121059	CITY GREAT TRANSPORTADOR DE CAVALOS	60327	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352147
5121026	TECHNIC ALL TERRAIN VEHICLE	42139	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352154
5121025	TECHNIC MOTORCYCLE	42132	LEGO BRASIL COM E DISTR BRINQUEDOS	673419352161
5121472	SPEED CHAMP 1970 FERRARI 512 M	76906	LEGO BRASIL COM E DISTR BRINQUEDOS	673419353663
5115408	SUPER HEROES ROBOS COLECAO 3X1	66671	LEGO BRASIL COM E DISTR BRINQUEDOS	673419354813
5121444	SUPER HEROES SPIDEY MILES TECHNO TRIKE	10781	LEGO BRASIL COM E DISTR BRINQUEDOS	673419354912
5121445	SUPER HEROES SPIDEY HULK VS RHINO TRUCK	10782	LEGO BRASIL COM E DISTR BRINQUEDOS	673419354929
5121447	SUPER HEROES SPIDEY LABORATORIO DOC OCK	10783	LEGO BRASIL COM E DISTR BRINQUEDOS	673419354936
5121452	SUPER HEROES SPIDEY WEBQUAR	10784	LEGO BRASIL COM E DISTR BRINQUEDOS	673419354943
5121455	HP HOGWARTS AULA DE ADIVINHACAO	76396	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355100
5118992	NINJAGO ROBO NINJA DO LLOYD	71757	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355223
5118993	NINJAGO ROBO NINJA ULTRA COMBO	71765	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355230
5118994	NINJAGO DRAGAO LENDARIO DO LLOYD	71766	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355247
5118995	NINJAGO TEMPLO DE DOJO NINJA	71767	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355254
5121065	NINJAGO KAIS SPINJITZU NINJA TRAINING	70688	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355261
5123612	NINJAGO TREIN NINJA SPINJITZU DE LLOYD	70689	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355278
5126723	NINJAGO JAY S SPINJITZU NINJA TRAINING	70690	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355285
5126724	NINJAGO TRAINING CENTER	71764	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355292
5124331	NINJAGO TEMPO DO DRAGAO NINJA	71759	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355308
5124333	NINJAGO MOTOCICLETA DE DRAGAO DOURADO	71768	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355315
5124339	NINJAGO CARRO DRAGAO DO COLE	71769	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355322
5124341	NINJAGO JATO DE DRAGAO DOURADO DO ZANE	71770	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355339
5124343	NINJAGO O TEMPLO DO REI CRISTAL	71771	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355346
5124345	NINJAGO O REI DE CRISTAL	71772	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355353
5124346	NINJAGO RAIDER DRAGAO DOURADO DO KAI	71773	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355360
5124347	NINJAGO ULTRADRAGAO DOURADO DO LLOYD	71774	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355377
5124350	NINJAGO ROBO SAMURAI X DA NYA	71775	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355384
5126629	LIGHTYEAR A PERSEGUICAO DE ZYCLOPS	76830	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355391
5126630	LIGHTYEAR A BATALHA DE ZURG	76831	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355407
5126695	LIGHTYEAR NAVE DE EXPLORACAO ESPACIAL XL	76832	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355414
5126716	ICONS BOUTIQUE HOTEL	10297	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355445
5121469	HP HOGWARTS AULA DE DEFESA	76397	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355469
5121470	HP HOGWARTS ALA HOSPITAL	76398	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355476
5121471	HP HOGWARTS BAU MAGICO	76399	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355483
5124426	HP HOGWARTS CARRUAGEM E TESTRALIO	76400	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355490
5124430	HP HOGWARTS PATIO RESGATE DO SIRIUS	76401	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355506
5124437	HP HOGWARTS SALA DO DUMBLEDORE	76402	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355513
5124442	HP O MINISTERIO DA MAGIA	76403	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355520
5128170	HP EXPRESSO DE HOGWARTS COLECIONADORES	76405	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355544
5118971	DY PRINCESS PATIO DO CASTELO DA ANNA	43198	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355551
5121031	DY PRINCESS PATIO DO CASTELO DA ELSA	43199	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355575
5121030	DY PRINCESS AURORA MERIDA AND TIANAS	43203	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355582
5124377	DY PRINCESS CASTELO DIVERTID ANNA E OLAF	43204	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355599
5124383	DY PRINCESS AVENTURA NO CASTELO	43205	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355605
5124384	DY PRINCESS CASTELO CINDERELA E PRINCIPE	43206	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355612
5121037	DY PRINCESS ARIELS UNDERWATER PALACE	43207	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355629
5121033	DY PRINCESS JASMINE AND MULANS ADVENTURE	43208	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355636
5121035	DY PRINCESS FROZEN ELSA AND NOKKS ICE	43209	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355643
5118980	CREATOR TIGRE MAJESTOSO	31129	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355650
5126717	ICONS VESPA 125	10298	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355667
5126733	ICONS STADIUM SANTIAGO BERNABEU	10299	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355674
5126271	ICONS MAQUINA DO TEMPO VOLTA AO FUTURO	10300	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355681
5124404	ICONS TRANSFORMERS OPTIMUS PRIME	10302	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355704
5125271	CREATOR MISSAO DO TESOURO AFUNDADO	31130	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355711
5124764	CREATOR LOJA DE MACARRAO	31131	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355728
5124765	CREATOR NAVIO VIKING E SERPENTE MIDGARD	31132	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355735
5128089	ICONS LOOP COASTER	10303	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355742
5128085	ICONS CHEVROLET CAMARO Z28	10304	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355759
5128078	ICONS ATARI 2600	10306	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355773
5128091	ICONS NATAL NA RUA PRINCIPAL	10308	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355780
5124427	DUPLO ANIMAIS SELVAGENS DA ASIA	10974	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355803
5118977	ARCHITECTURE SINGAPORE	21057	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355858
5124445	ARCHITECTURE GRANDE PIRAMIDE DE GIZE	21058	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355865
5124439	CLASSIC CONSTRUINDO JUNTO	11020	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355872
5124416	MICKEY MOUSE VIAGEM PARA ACAMPAR	10777	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355889
5124422	MICKEY MOUSE PARQUE DE DIVERSOES	10778	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355896
5124425	MICKEY MOUSE E AMIGOS DEFENSORES	10780	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355902
5121029	SUPER HEROES ROBO WOLVERINE	76202	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355919
5121032	SUPER HEROES ROBO IRONMAN	76203	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355926
5121034	SUPER HEROES ROBO PANTERA NEGRA	76204	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355933
5123613	SUPER HEROES FIGURA IRON MAN	76206	LEGO BRASIL COM E DISTR BRINQUEDOS	673419355940
5126719	ART JIM LEE BATMAN COLLECTION	31205	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356046
5124344	ART THE ROLLING STONES	31206	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356053
5124766	FRIENDS ESTABULO DE BANHO DO PONEI	41696	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356121
5118981	FRIENDS CARRO PROTECAO DAS TARTARUGAS	41697	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356145
5121001	FRIENDS PET PLAYGROUND	41698	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356251
5121003	FRIENDS PET ADOPTION CAFE	41699	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356268
5118982	FRIENDS CASA DA ARVORE DA AMIZADE	41703	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356275
5118983	FRIENDS EDIFICIO RUA PRINCIPAL	41704	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356282
5124767	FRIENDS PIZZARIA DE HEARTLAKE CITY	41705	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356299
5119727	DUPLO MOTOCICLETA DA POLICIA	10967	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356329
5119728	DUPLO VISITA AO MEDICO	10968	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356336
5119899	DUPLO CAMINHAO BOMBEIROS	10969	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356343
5126272	DUPLO LIGHTYEAR MISSAO PLANETARIA	10962	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356398
5120973	DUPLO DY PRINCESS SALAO DE BAILE DA BELA	10960	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356411
5121443	MINIFIGURAS SERIES 22	71032	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356435
5126734	MINIFIGURAS DY MUPPETS	71033	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356442
5126693	SUPER HEROES ATAQUE EM NOVA ASGARD	76207	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356459
5126697	SUPER HEROES MARVEL THOR BARCO CABRA	76208	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356466
5129436	SUPER HEROES HULKBUSTER	76210	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356473
5126755	SUPER HEROES PANTHER SHURIS SUNBIRD	76211	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356480
5126758	SUPER HEROES PANTHER SHURIS LAB	76212	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356497
5126760	SUPER HEROES PANTHER KING NAMORS THRONE	76213	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356503
5124398	SUPER HEROES ARSENAL DO HOMEM DE FERRO	76216	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356527
5124405	SUPER HEROES GUARDIOES EU SOU O GROOT	76217	LEGO BRASIL COM E DISTR BRINQUEDOS	673419356534
